Campaign Number,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Engagement,Clicks,Conversions,Expense ($),Executive,CampaignType,Expense ($)
C488,2023-10-06 00:00:00,2023-10-30 00:00:00,Email,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Seniors 60+,USA,NA,9485,4034,709,"48,453.46",Jesus Rivera,Sign Up,
C489,2023-06-30 00:00:00,2023-07-21 00:00:00,YouTube,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Female 40-60,India,16473,1135,2697,653,"7,211.94",Michael Camacho,Sales,"71,308.77"
C490,2023-04-27 00:00:00,2023-04-29 00:00:00,YouTube,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Female 40-60,Australia,13030,9949,2192,123,"19,759.83",Thomas Ryan,Sign Up,
C491,2023-12-27 00:00:00,2024-01-25 00:00:00,TikTok,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Adults 18-40,India,82951,432,3604,462,"38,453.07",Brandon Townsend Jr.,Sales,"38,117.92"
C492,2023-05-22 00:00:00,2023-05-29 00:00:00,TikTok,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Male 40-60,India,18825,2232,1071,470,"11,488.98",Wesley Simon,Sign Up,
C493,2023-03-20 00:00:00,2023-04-18 00:00:00,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Male 60+,USA,25328,9309,223,899,"31,204.31",Lauren Riggs,Sales,"42,613.32"
C494,2023-12-18 00:00:00,2024-01-14 00:00:00,YouTube,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Teens 13-19,USA,33195,3478,626,242,"49,669.98",Thomas Ryan,Sales,"42,635.32"
C495,2023-12-01 00:00:00,2023-12-11 00:00:00,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 18-40,USA,27553,2995,4162,167,"7,770.28",Thomas Ryan,Sales,"23,553.43"
C496,2023-08-28 00:00:00,2023-08-29 00:00:00,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Adults 18-40,Australia,NA,3705,2671,664,"34,975.09",Wesley Simon,Sign Up,
C497,2023-04-03 00:00:00,2023-05-01 00:00:00,Email,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Seniors 60+,USA,NA,3803,4450,994,"2,592.59",Aaron Faulkner,Sign Up,
C498,2023-03-13 00:00:00,2023-04-04 00:00:00,TikTok,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,Europe,36828,5200,1830,363,"34,219.40",Thomas Ryan,Sales,"39,084.37"
C499,2023-05-08 00:00:00,2023-05-13 00:00:00,Email,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 60+,India,NA,1773,4978,665,"44,276.09",Melissa Haynes,Sales,"69,124.09"
C500,2023-03-25 00:00:00,2023-04-22 00:00:00,TikTok,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Teens 13-19,Canada,28525,8245,3024,942,"16,985.61",Jesus Rivera,Sign Up,
C501,2023-11-14 00:00:00,2023-11-18 00:00:00,Facebook,"Noble, Mcneil and Cooper","36911 Gay Streets Suite 795, Brentmouth, LA 62951-4782",sarahparks@yahoo.com,356-608-6335x0070,Mark Garcia,Female 40-60,USA,45801,5956,750,260,"4,259.12",Wesley Simon,Sales,"44,644.05"
C502,2023-01-27 00:00:00,2023-02-07 00:00:00,Instagram,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Female 40-60,Europe,91082,4847,105,262,"17,928.50",Lauren Riggs,Sales,"66,105.10"
C503,2023-01-13 00:00:00,2023-02-02 00:00:00,TikTok,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Male 60+,Australia,1025,604,1468,354,"29,787.51",Melissa Haynes,Sales,"61,922.17"
C504,2023-01-25 00:00:00,2023-02-13 00:00:00,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Female 40-60,LATAM,81191,5184,1478,548,"22,718.62",Melissa Haynes,Sign Up,
C505,2023-07-05 00:00:00,2023-08-03 00:00:00,Instagram,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 18-40,UK,77496,509,3957,252,"10,008.32",Lauren Riggs,Sign Up,
C506,2023-03-14 00:00:00,2023-04-07 00:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Male 60+,LATAM,35326,7840,3323,447,"34,654.96",Brandon Townsend Jr.,Sales,"23,153.00"
C507,2023-04-17 00:00:00,2023-05-01 00:00:00,TikTok,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Seniors 60+,Japan,40991,7887,2576,196,"6,905.82",Thomas Ryan,Sales,"27,008.14"
C508,2023-02-07 00:00:00,2023-03-09 00:00:00,Email,"Arnold, Smith and Ward","Unit 2316 Box 4709, DPO AA 90463-5066",michelle93@pineda-small.com,#ERROR!,Karen Bryan,Male 60+,USA,NA,2539,1229,394,"23,611.62",Jesus Rivera,Sign Up,
C509,2023-04-27 00:00:00,2023-05-17 00:00:00,Email,Griffin LLC,"4454 Tanya Bridge Apt. 797, East Johnmouth, AR 45759",carlos94@ware.org,498-209-6317,Karen Mitchell,Female 18-40,Canada,NA,2203,673,150,"45,722.87",Brandon Townsend Jr.,Sales,"79,661.78"
C510,2023-02-27 00:00:00,2023-03-25 00:00:00,TikTok,Fisher-Johnston,"36491 Jennifer Park Suite 248, East David, PA 71082-4715",rellis@lindsey.com,580.281.9976x2452,Timothy Hernandez,Adults 18-40,UK,21115,3073,3909,940,"15,351.20",Jesus Rivera,Sales,"60,822.54"
C511,2023-05-31 00:00:00,2023-06-08 00:00:00,Facebook,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Seniors 60+,UK,86512,5480,3885,641,"35,513.81",Wesley Simon,Sales,"44,981.99"
C512,2023-02-06 00:00:00,2023-02-15 00:00:00,YouTube,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Male 18-40,UK,51129,4112,868,492,"37,925.11",Brandon Townsend Jr.,Sign Up,
C513,2023-04-01 00:00:00,2023-04-29 00:00:00,Instagram,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 18-40,LATAM,5158,8481,797,117,"18,699.48",Michael Camacho,Sales,"63,014.62"
C514,2023-02-19 00:00:00,2023-02-20 00:00:00,Email,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Female 18-40,Europe,NA,4180,4345,229,"38,984.91",Brandon Townsend Jr.,Sales,"33,875.98"
C515,2023-02-07 00:00:00,2023-02-11 00:00:00,YouTube,"Arnold, Smith and Ward","Unit 2316 Box 4709, DPO AA 90463-5066",michelle93@pineda-small.com,#ERROR!,Karen Bryan,Teens 13-19,USA,40088,3475,1577,78,"10,448.16",Jesus Rivera,Sales,"24,110.00"
C516,2023-10-30 00:00:00,2023-11-19 00:00:00,YouTube,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Male 40-60,Europe,47451,4528,1025,922,"28,584.68",Lauren Riggs,Sales,"37,684.47"
C517,2023-11-27 00:00:00,2023-12-13 00:00:00,YouTube,Griffin LLC,"4454 Tanya Bridge Apt. 797, East Johnmouth, AR 45759",carlos94@ware.org,498-209-6317,Karen Mitchell,Female 40-60,USA,98070,4008,4672,160,"6,708.46",Brandon Townsend Jr.,Sign Up,
C518,2023-04-14 00:00:00,2023-04-26 00:00:00,YouTube,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Teens 13-19,UK,17621,5194,1547,322,"23,214.58",Kyle Serrano,Sales,"28,309.73"
C519,2023-05-29 00:00:00,2023-06-25 00:00:00,TikTok,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Male 60+,Canada,22146,466,796,565,"24,724.64",Aaron Faulkner,Sales,"67,172.62"
C520,2023-05-21 00:00:00,2023-06-19 00:00:00,TikTok,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Female 40-60,India,32285,3446,464,141,"16,098.17",Kyle Serrano,Sign Up,
C521,2023-06-30 00:00:00,2023-07-09 00:00:00,TikTok,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 18-40,Canada,93631,6624,4879,575,"8,447.78",Thomas Ryan,Sales,"23,153.00"
C522,2023-07-01 00:00:00,2023-07-13 00:00:00,Instagram,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Male 40-60,LATAM,98967,9994,1398,405,"28,786.24",Thomas Ryan,Sales,"38,972.33"
C523,2023-09-15 00:00:00,2023-09-23 00:00:00,Email,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Adults 18-40,Japan,NA,4215,3710,963,"20,125.89",Aaron Faulkner,Sign Up,
C524,2023-10-20 00:00:00,2023-11-01 00:00:00,Email,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Female 40-60,Japan,NA,6709,3000,111,"2,636.02",Jesus Rivera,Sales,"57,022.80"
C525,2023-01-02 00:00:00,2023-01-07 00:00:00,Facebook,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Male 40-60,LATAM,17434,8058,4913,903,"33,197.16",Thomas Ryan,Sales,"36,827.73"
C526,2023-03-30 00:00:00,2023-04-23 00:00:00,YouTube,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Teens 13-19,Australia,30372,9774,4169,283,"22,544.06",Jesus Rivera,Sales,"40,877.57"
C527,2023-12-26 00:00:00,2024-01-02 00:00:00,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Female 60+,USA,53283,6082,3783,960,"24,511.44",Melissa Haynes,Sign Up,
C528,2023-09-01 00:00:00,2023-09-02 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,LATAM,70975,3098,2857,289,"29,042.22",Wesley Simon,Sales,"64,916.34"
C529,2023-12-27 00:00:00,2024-01-23 00:00:00,Facebook,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 18-40,USA,24082,4912,650,518,"40,666.82",Kyle Serrano,Sales,"28,986.86"
C530,2023-07-29 00:00:00,2023-08-27 00:00:00,Instagram,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Female 60+,Australia,58154,7801,3685,834,"45,403.99",Brandon Townsend Jr.,Sales,"64,569.68"
C531,2023-09-23 00:00:00,2023-10-02 00:00:00,YouTube,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,Japan,57788,1904,4492,264,"36,423.99",Becky Brown,Sales,"59,316.61"
C532,2023-01-15 00:00:00,2023-01-25 00:00:00,Facebook,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Adults 40-60,Europe,35782,7277,1257,48,"12,829.76",Jesus Rivera,Sign Up,
C533,2023-04-25 00:00:00,2023-05-20 00:00:00,Email,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Adults 18-40,Canada,NA,4304,947,385,"1,383.25",Brandon Townsend Jr.,Sales,"38,112.03"
C534,2023-06-21 00:00:00,2023-06-22 00:00:00,TikTok,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Adults 40-60,Australia,8588,3026,2834,494,"42,958.17",Brandon Townsend Jr.,Sign Up,
C535,2023-03-26 00:00:00,2023-03-30 00:00:00,Instagram,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Female 40-60,Canada,2032,8324,3692,494,"17,958.56",Aaron Faulkner,Sales,"62,543.34"
C536,2023-05-22 00:00:00,2023-06-09 00:00:00,Email,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Teens 13-19,Japan,NA,2283,1137,97,"7,948.59",Wesley Simon,Sales,"43,440.14"
C537,2023-11-22 00:00:00,2023-12-14 00:00:00,Instagram,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Female 60+,Canada,47633,2473,3114,969,"28,810.28",Michael Camacho,Sales,"50,538.61"
C538,2023-08-21 00:00:00,2023-09-08 00:00:00,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Female 40-60,LATAM,80744,9567,3831,300,"21,503.77",Lauren Riggs,Sales,"46,612.23"
C539,2023-07-24 00:00:00,2023-07-26 00:00:00,YouTube,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Female 40-60,LATAM,31148,9685,4695,443,"11,770.88",Wesley Simon,Sales,"53,470.57"
C540,2023-10-26 00:00:00,2023-10-27 00:00:00,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 18-40,Europe,54126,3241,3876,417,"12,363.43",Brandon Townsend Jr.,Sales,"43,394.78"
C541,2023-12-31 00:00:00,2024-01-16 00:00:00,Facebook,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Seniors 60+,Canada,3141,2066,4858,707,"33,079.51",Brandon Townsend Jr.,Sign Up,
C542,2023-04-12 00:00:00,2023-05-06 00:00:00,Email,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 18-40,Canada,NA,4901,2954,229,"42,744.36",Thomas Ryan,Sign Up,
C543,2023-04-08 00:00:00,2023-04-12 00:00:00,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 18-40,Europe,77069,4269,3216,647,"22,090.59",Thomas Ryan,Sign Up,
C544,2023-04-21 00:00:00,2023-05-20 00:00:00,TikTok,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 40-60,Europe,58876,3430,2111,19,"39,613.38",Jesus Rivera,Sales,"34,503.35"
C545,2023-12-09 00:00:00,2023-12-21 00:00:00,TikTok,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Adults 18-40,UK,45538,4754,1731,825,"44,619.17",Melissa Haynes,Sales,"23,153.00"
C546,2023-11-10 00:00:00,2023-11-16 00:00:00,Instagram,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Male 60+,Australia,89920,6865,1180,635,"17,851.68",Michael Camacho,Sign Up,
C547,2023-12-09 00:00:00,2024-01-08 00:00:00,Facebook,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Female 60+,Japan,19751,105,2064,390,"39,438.63",Becky Brown,Sign Up,
C548,2023-11-15 00:00:00,2023-11-21 00:00:00,Instagram,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Male 60+,UK,8239,7428,1891,418,"11,415.21",Thomas Ryan,Sales,"70,333.73"
C549,2023-06-05 00:00:00,2023-06-30 00:00:00,Facebook,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Male 40-60,Australia,37914,3566,3760,192,"40,046.15",Thomas Ryan,Sales,"43,759.64"
C550,2023-10-05 00:00:00,2023-10-06 00:00:00,TikTok,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Adults 40-60,India,85675,1929,371,482,"2,333.47",Jesus Rivera,Sign Up,
C551,2023-04-10 00:00:00,2023-05-02 00:00:00,TikTok,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Female 18-40,UK,59750,5191,4322,179,"11,171.37",Jesus Rivera,Sign Up,
C552,2023-07-02 00:00:00,2023-07-04 00:00:00,YouTube,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Male 18-40,Japan,8281,2729,2207,590,"33,766.67",Lauren Riggs,Sales,"30,713.37"
C553,2023-01-16 00:00:00,2023-02-02 00:00:00,Facebook,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 60+,Canada,92881,8244,1048,597,"30,183.91",Thomas Ryan,Sales,"71,056.63"
C554,2023-03-25 00:00:00,2023-04-06 00:00:00,Facebook,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Female 18-40,USA,25102,423,2306,115,"21,717.10",Brandon Townsend Jr.,Sales,"26,212.19"
C555,2023-11-26 00:00:00,2023-11-29 00:00:00,Email,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Teens 13-19,USA,NA,5705,2762,611,"38,953.97",Jesus Rivera,Sales,"45,282.52"
C556,2023-09-02 00:00:00,2023-09-20 00:00:00,TikTok,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 40-60,Japan,77248,7277,2513,645,"31,711.24",Aaron Faulkner,Sales,"33,292.71"
C557,2023-12-07 00:00:00,2023-12-24 00:00:00,TikTok,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 18-40,Europe,64760,6901,592,357,"2,343.95",Aaron Faulkner,Sign Up,
C558,2023-06-04 00:00:00,2023-07-01 00:00:00,Facebook,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Adults 40-60,Japan,30243,7311,3013,543,"12,348.63",Wesley Simon,Sales,"60,225.47"
C559,2023-11-08 00:00:00,2023-11-11 00:00:00,YouTube,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 60+,UK,75884,1346,579,747,"16,583.39",Melissa Haynes,Sales,"40,139.67"
C560,2023-09-29 00:00:00,2023-10-24 00:00:00,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,UK,NA,7347,583,771,"36,681.70",Thomas Ryan,Sign Up,
C561,2023-01-03 00:00:00,2023-01-06 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Seniors 60+,Australia,91198,1427,2362,70,"41,732.19",Wesley Simon,Sales,"67,380.19"
C562,2023-01-03 00:00:00,2023-01-07 00:00:00,YouTube,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Adults 40-60,LATAM,95668,4575,3630,641,"35,713.13",Jesus Rivera,Sales,"56,873.06"
C563,2023-12-23 00:00:00,2024-01-08 00:00:00,Email,"Fox, Carter and Cunningham","99919 Michelle Green Apt. 424, West Hannah, KY 63482-6699",bradymcclain@hotmail.com,1172175730,Andre Manning,Adults 40-60,USA,NA,3986,2245,266,"9,993.61",Brandon Townsend Jr.,Sales,"23,153.00"
C564,2023-11-06 00:00:00,2023-12-06 00:00:00,Facebook,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Adults 40-60,Europe,1686,9974,1657,504,"24,402.45",Aaron Faulkner,Sales,"26,040.52"
C565,2023-11-29 00:00:00,2023-12-12 00:00:00,TikTok,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 40-60,Canada,99064,6800,2348,920,"33,158.28",Melissa Haynes,Sales,"65,970.18"
C566,2023-05-04 00:00:00,2023-05-19 00:00:00,TikTok,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Seniors 60+,Canada,67436,1912,4256,518,"34,634.74",Thomas Ryan,Sales,"34,802.56"
C567,2023-05-26 00:00:00,2023-06-03 00:00:00,Facebook,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Adults 18-40,Japan,81307,3086,4132,184,"43,597.88",Thomas Ryan,Sales,"67,023.20"
C568,2023-10-01 00:00:00,2023-10-10 00:00:00,TikTok,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Teens 13-19,UK,46473,6249,1331,637,"8,018.37",Brandon Townsend Jr.,Sign Up,
C569,2023-04-19 00:00:00,2023-05-15 00:00:00,Email,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Adults 18-40,Europe,NA,1573,523,59,845.52,Brandon Townsend Jr.,Sales,"31,672.37"
C570,2023-05-19 00:00:00,2023-05-24 00:00:00,Facebook,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 40-60,Japan,72587,9206,4522,84,"44,424.82",Aaron Faulkner,Sales,"84,065.61"
C571,2023-03-06 00:00:00,2023-03-27 00:00:00,Facebook,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Female 40-60,Australia,90979,7824,1463,300,"27,451.58",Thomas Ryan,Sign Up,
C572,2023-10-31 00:00:00,2023-11-15 00:00:00,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Adults 40-60,LATAM,52251,5191,2016,707,"7,191.60",Becky Brown,Sales,"54,257.65"
C573,2023-01-06 00:00:00,2023-02-02 00:00:00,Instagram,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 18-40,Europe,10330,2556,3106,585,"4,687.95",Thomas Ryan,Sales,"56,550.69"
C574,2023-06-26 00:00:00,2023-07-25 00:00:00,Facebook,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Female 60+,LATAM,50136,8383,4725,531,"29,927.92",Michael Camacho,Sales,"25,015.30"
C575,2023-02-25 00:00:00,2023-03-15 00:00:00,YouTube,Smith-Bailey,"055 Rebecca Ramp, Edwardsland, WY 72139-7625",bakerpaul@holland.com,054-495-6142x7992,Sharon Reeves,Teens 13-19,Australia,56788,6094,4412,423,"34,283.55",Michael Camacho,Sales,"34,637.66"
C576,2023-05-17 00:00:00,2023-06-09 00:00:00,Email,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Male 40-60,Canada,NA,1627,1022,677,"4,974.51",Jesus Rivera,Sales,"76,861.26"
C577,2023-03-30 00:00:00,2023-04-29 00:00:00,YouTube,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Male 18-40,USA,26289,8400,3049,494,"12,221.77",Jesus Rivera,Sign Up,
C578,2023-01-23 00:00:00,2023-02-14 00:00:00,Facebook,"Salinas, Rodriguez and Bowman","04604 Davidson Underpass Apt. 439, Lake Tiffany, DC 35416",gutierrezjames@yahoo.com,1-554-948-6086x0863,Laura Caldwell,Male 60+,Canada,97761,8065,3956,80,"36,828.93",Thomas Ryan,Sales,"75,240.36"
